"code","cbs_code","name","authority_name","authority_name_moin","moin_code_col_a","moin_code_col_c","district","type","municipal_status","population","population_2024","socio_cluster_2021","cbs_socio_cluster","socio_rank_2021","socio_value_2021","periphery_cluster_2020","cbs_periphery_cluster","periphery_rank_2020","periphery_value_2020","education_expense_1486_tk","education_revenue_1384_tk","education_net_difference_tk","municipal_education_self_funding_rate","regular_budget_expense_40811_tk","regular_budget_revenue_40814_tk","own_revenue_1805_tk","own_revenue_share_pct","own_revenues_per_capita_nis","arnona_residential_4138_tk","arnona_residential_per_capita_nis","arnona_other_4146_tk","arnona_other_per_capita_nis","arnona_total_4162_tk","arnona_total_per_capita_nis","balancing_grant_1819_tk","balancing_grant_per_capita_nis","is_tamar_outlier","is_war_evacuated_2024","anomaly_classification","arnona_identity_valid","provenance"
"122","122","רמת ישי","רמת ישי","רמת ישי","2910","80122","הצפון","מועצה מקומית","מועצה מקומית","7953","7953","8","8","230","1.31001811928829","4","4","122","-0.015697963036268","20823","13504","7319","35.15","60628","60072","40952","68.17","5149.25","17446","2193.64","8690","1092.67","26136","3286.31","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"913","913","שבלי - אום אל-גנם","שבלי - אום אל-גנם","שבלי-אום אל ג'נם","2989","90913","הצפון","מועצה מקומית","מועצה מקומית","6476","6476","3","3","65","-0.721861862800892","3","3","82","-0.335685033584807","30215","23146","7069","23.4","61945","54976","9768","17.77","1508.34","5040","778.26","294","45.4","5334","823.66","11826","1826.13","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"1286","1286","שגב-שלום","שגב-שלום","שגב-שלום","3001","91286","הדרום","מועצה מקומית","מועצה מקומית","16736","16736","1","1","6","-2.24171508440283","3","3","49","-0.579194818601705","71526","69844","1682","2.35","132988","133246","31110","23.35","1858.87","3676","219.65","6087","363.71","9763","583.35","18328","1095.12","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"1304","1304","שוהם","שוהם","שוהם","2916","81304","המרכז","מועצה מקומית","מועצה מקומית","23592","23592","9","9","247","1.68488864716694","7","7","213","1.26790102312163","95032","68018","27014","28.43","203658","203678","121712","59.76","5159.04","55144","2337.4","39775","1685.95","94919","4023.36","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"812","812","שלומי","שלומי","שלומי","2831","50812","הצפון","מועצה מקומית","מועצה מקומית","8225","8225","6","6","151","0.189673004515449","3","3","39","-0.69371802716457","30786","28211","2575","8.36","81020","76781","17199","22.4","2091.06","245","29.79","12901","1568.51","13146","1598.3","6768","822.86","False","True","WAR_EVACUATION_CONTEXT","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"538","538","שעב","שעב","שעב","2978","90538","הצפון","מועצה מקומית","מועצה מקומית","7789","7789","3","3","35","-1.00374991522549","3","3","75","-0.376676121851701","33818","28874","4944","14.62","69134","66594","12424","18.66","1595.07","4990","640.65","1973","253.31","6963","893.95","13323","1710.49","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"3826","3826","שער שומרון","שער שומרון","שער שומרון","5814","3826","אזור יהודה והשומרון","מועצה מקומית","מועצה מקומית","8836","8836","7","7",,,"6","6",,,"24215","14683","9532","39.36","78329","72763","41434","56.94","4689.23","19985","2261.77","1115","126.19","21100","2387.96","8567","969.56","False","False","MISSING_INDEX","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"154","154","תל מונד","תל מונד","תל מונד","2855","60154","המרכז","מועצה מקומית","מועצה מקומית","14771","14771","9","9","238","1.47222313130191","6","6","204","0.997348327906369","69146","56039","13107","18.96","136939","136939","68865","50.29","4662.18","37907","2566.31","6602","446.96","44509","3013.27","1354","91.67","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"1054","1054","תל שבע","תל שבע","תל שבע","2995","91054","הדרום","מועצה מקומית","מועצה מקומית","24782","24782","1","1","3","-2.40986269433636","3","3","70","-0.44012864272921","62964","58679","4285","6.81","128925","128940","16027","12.43","646.72","2568","103.62","426","17.19","2994","120.81","26147","1055.08","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5569","5569","אל קסום","אל קסום","אל קסום","5456","6269","הדרום","מועצה אזורית","מועצה אזורית","21328","21328","1","1","4","-2.31658911394055","3","3","50","-0.57910988565348","121210","111372","9838","8.12","236405","228038","26529","11.63","1243.86","6","0.28","3714","174.14","3720","174.42","16842","789.67","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5565","5565","אל-בטוף","אל-בטוף","אל-בטוף","3006","92565","הצפון","מועצה אזורית","מועצה אזורית","9387","9387","2","2","23","-1.22692578357707","3","3","63","-0.47239665455424","46972","42864","4108","8.75","87884","81230","13775","16.96","1467.45","5841","622.24","1003","106.85","6844","729.09","9819","1046.02","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5545","5545","אלונה","אלונה","אלונה","2787","3245","חיפה","מועצה אזורית","מועצה אזורית","2161","2161","8","8","219","1.19824312068227","4","4","121","-0.0409234186000343","10491","5698","4793","45.69","25332","25337","9011","35.56","4169.83","3836","1775.1","223","103.19","4059","1878.3","9349","4326.24","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5538","5538","אשכול","אשכול","אשכול","2867","6238","הדרום","מועצה אזורית","מועצה אזורית","19886","19886","6","6","160","0.309360787766713","2","2","31","-0.843234785956409","143868","121409","22459","15.61","429649","314471","71352","22.69","3588.05","5965","299.96","41333","2078.5","47298","2378.46","34168","1718.19","False","True","WAR_EVACUATION_CONTEXT","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5533","5533","באר טוביה","באר טוביה","באר טוביה","2861","6133","הדרום","מועצה אזורית","מועצה אזורית","25131","25131","7","7","202","0.855811392396049","6","6","176","0.567556315284276","143959","77273","66686","46.32","383562","388934","313266","80.54","12465.32","42186","1678.64","164715","6554.26","206901","8232.9","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5566","5566","בוסתן אל-מרג'","בוסתן אל-מרג'","בוסתאן אל-מרג'","3007","92566","הצפון","מועצה אזורית","מועצה אזורית","8450","8450","3","3","54","-0.779897561422483","3","3","84","-0.320321751401819","23298","16456","6842","29.37","55350","48149","14124","29.33","1671.48","6393","756.57","764","90.41","7157","846.98","7886","933.25","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5541","5541","בני שמעון","בני שמעון","בני שמעון","2869","6241","הדרום","מועצה אזורית","מועצה אזורית","12034","12034","7","7","207","0.97131269230794","3","3","74","-0.419807510131896","70381","63655","6726","9.56","226325","227138","154322","67.94","12823.83","17206","1429.78","39718","3300.48","56924","4730.26","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5528","5528","ברנר","ברנר","ברנר","2819","4428","המרכז","מועצה אזורית","מועצה אזורית","8263","8263","8","8","222","1.23944939401629","7","7","216","1.30911696552362","62567","52647","9920","15.86","111872","111872","57182","51.11","6920.25","13332","1613.46","23105","2796.2","36437","4409.66","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5532","5532","גדרות","גדרות","גדרות","2822","4432","המרכז","מועצה אזורית","מועצה אזורית","5112","5112","9","9","250","1.75980603244407","6","6","193","0.853511644011352","17124","11512","5612","32.77","52231","52315","37568","71.81","7348.98","12515","2448.16","10842","2120.89","23357","4569.05","162","31.69","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5571","5571","גולן","גולן","גולן","2780","2971","הצפון","מועצה אזורית","מועצה אזורית","21957","21957","6","6","153","0.207460188028709","1","1","14","-1.24393684939621","103755","82055","21700","20.91","231897","231910","93567","40.35","4261.37","28092","1279.41","29304","1334.61","57396","2614.02","32398","1475.52","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5576","5576","גוש עציון","גוש עציון","גוש עציון","2899","7676","אזור יהודה והשומרון","מועצה אזורית","מועצה אזורית","28523","28523","6","6","144","0.144279697979852","4","4","119","-0.0700623448587411","149231","115929","33302","22.32","286927","265919","80640","30.33","2827.19","36086","1265.15","12388","434.32","48474","1699.47","10711","375.52","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5530","5530","גזר","גזר","גזר","2816","4330","המרכז","מועצה אזורית","מועצה אזורית","29370","29370","8","8","217","1.16165002923498","6","6","207","1.09916177274996","116715","77440","39275","33.65","274625","274952","182619","66.42","6217.88","46269","1575.38","72361","2463.77","118630","4039.16","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5527","5527","גן רווה","גן רווה","גן רווה","2818","4427","המרכז","מועצה אזורית","מועצה אזורית","6418","6418","8","8","235","1.38948805267471","7","7","225","1.53875875019618","23725","16074","7651","32.25","61897","61917","46490","75.08","7243.69","12081","1882.36","16670","2597.38","28751","4479.74","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5520","5520","דרום השרון","דרום השרון","דרום השרון","2810","4220","המרכז","מועצה אזורית","מועצה אזורית","34938","34938","8","8","236","1.41597751631977","7","7","222","1.49023508200213","196362","161492","34870","17.76","427169","427222","252920","59.2","7239.11","63199","1808.89","54675","1564.91","117874","3373.81","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5508","5508","הגלבוע","הגלבוע","הגלבוע","2762","2308","הצפון","מועצה אזורית","מועצה אזורית","35090","35090","5","5","118","-0.0981081648619077","3","3","73","-0.423565423640809","123110","89529","33581","27.28","286764","286843","126251","44.01","3597.92","47232","1346.02","36197","1031.55","83429","2377.57","23210","661.44","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5501","5501","הגליל העליון","הגליל העליון","הגליל העליון","2756","2101","הצפון","מועצה אזורית","מועצה אזורית","20681","20681","7","7","183","0.602380316990632","1","1","15","-1.23974258082402","120850","117572","3278","2.71","309247","309324","90634","29.3","4382.48","15631","755.81","49295","2383.59","64926","3139.4","20010","967.55","False","True","WAR_EVACUATION_CONTEXT","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5503","5503","הגליל התחתון","הגליל התחתון","הגליל התחתון","2759","2203","הצפון","מועצה אזורית","מועצה אזורית","13414","13414","7","7","181","0.593536856693167","3","3","55","-0.559429016529499","73288","54806","18482","25.22","188113","188070","121782","64.75","9078.72","23455","1748.55","41487","3092.81","64942","4841.36","7395","551.29","False","True","WAR_EVACUATION_CONTEXT","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5554","5554","הערבה התיכונה","הערבה התיכונה","הערבה התיכונה","2876","6254","הדרום","מועצה אזורית","מועצה אזורית","6780","6780","7","7","198","0.791768041396755","1","1","3","-1.82669481449285","19834","17586","2248","11.33","66824","66976","47107","70.33","6947.96","7069","1042.63","19834","2925.37","26903","3967.99","251","37.02","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5578","5578","הר חברון","הר חברון","הר חברון","2900","7778","אזור יהודה והשומרון","מועצה אזורית","מועצה אזורית","11848","11848","5","5","135","0.0124547790313806","3","3","43","-0.64620802515192","101789","90444","11345","11.15","194358","194468","39911","20.52","3368.59","13421","1132.77","8649","730","22070","1862.76","26319","2221.39","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5512","5512","זבולון","זבולון","זבולון","2783","3112","חיפה","מועצה אזורית","מועצה אזורית","13244","13244","5","5","129","-0.0143861802233418","5","5","126","0.0396593839372482","91541","78438","13103","14.31","201644","201649","103495","51.32","7814.48","22235","1678.87","21146","1596.65","43381","3275.52","7269","548.85","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5553","5553","חבל אילות","חבל אילות","חבל אילות","2874","6253","הדרום","מועצה אזורית","מועצה אזורית","5441","5441","5","5","123","-0.0554467253812583","1","1","2","-2.41307429028948","40199","34773","5426","13.5","159756","159764","97738","61.18","17963.24","12816","2355.45","25090","4611.28","37906","6966.73","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5529","5529","חבל יבנה","חבל יבנה","חבל יבנה","2820","4429","המרכז","מועצה אזורית","מועצה אזורית","6630","6630","6","6","139","0.0692677361923638","6","6","196","0.891210052986919","32365","18486","13879","42.88","76388","76395","52947","69.31","7985.97","8184","1234.39","33717","5085.52","41901","6319.91","168","25.34","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5525","5525","חבל מודיעין","חבל מודיעין","חבל מודיעין","2811","4225","המרכז","מועצה אזורית","מועצה אזורית","24085","24085","7","7","201","0.8369203556641","7","7","218","1.4327132203313","110911","59734","51177","46.14","285702","286061","214215","74.88","8894.12","32367","1343.87","128163","5321.28","160530","6665.14","0","0","False","True","WAR_EVACUATION_CONTEXT","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5536","5536","חוף אשקלון","חוף אשקלון","חוף אשקלון","2864","6136","הדרום","מועצה אזורית","מועצה אזורית","20872","20872","7","7","187","0.648184895648574","5","5","144","0.164633443884923","110948","85510","25438","22.93","285340","285975","113100","39.55","5418.74","23202","1111.63","33249","1593","56451","2704.63","14661","702.42","False","True","WAR_EVACUATION_CONTEXT","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5515","5515","חוף הכרמל","חוף הכרמל","חוף הכרמל","2785","3215","חיפה","מועצה אזורית","מועצה אזורית","35970","35970","8","8","208","1.04329419378981","5","5","127","0.0442584528438449","163900","128774","35126","21.43","373839","373866","203932","54.55","5669.5","78753","2189.41","42773","1189.13","121526","3378.54","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5519","5519","חוף השרון","חוף השרון","חוף השרון","2809","4119","המרכז","מועצה אזורית","מועצה אזורית","14587","14587","8","8","234","1.38003766816054","7","7","214","1.27617347027796","51761","30386","21375","41.3","156169","156176","120355","77.06","8250.84","30547","2094.12","48874","3350.52","79421","5444.64","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5535","5535","יואב","יואב","יואב","2863","6135","הדרום","מועצה אזורית","מועצה אזורית","9297","9297","8","8","212","1.1110384126215","5","5","147","0.188870906923314","83275","62856","20419","24.52","156602","157346","98712","62.74","10617.62","14211","1528.56","35332","3800.37","49543","5328.92","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5518","5518","לב השרון","לב השרון","לב השרון","2808","4118","המרכז","מועצה אזורית","מועצה אזורית","24252","24252","8","8","221","1.22936321208065","6","6","197","0.900892648247334","162560","126209","36351","22.36","287897","287749","164653","57.22","6789.25","47469","1957.31","44064","1816.91","91532","3774.22","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5550","5550","לכיש","לכיש","לכיש","2866","6150","הדרום","מועצה אזורית","מועצה אזורית","16252","16252","7","7","174","0.547525622373388","4","4","103","-0.141525428004818","65364","44799","20565","31.46","141022","129845","57174","44.03","3517.97","17282","1063.36","11391","700.87","28672","1764.24","13708","843.47","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5555","5555","מבואות החרמון","מבואות החרמון","מבואות החרמון","2758","2155","הצפון","מועצה אזורית","מועצה אזורית","9011","9011","7","7","200","0.799224894535132","1","1","17","-1.15578459216412","31176","25695","5481","17.58","104350","104500","35972","34.42","3992.01","7254","805.02","7626","846.3","14880","1651.32","10220","1134.17","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5513","5513","מגידו","מגידו","מגידו","2764","2313","הצפון","מועצה אזורית","מועצה אזורית","12836","12836","7","7","168","0.466504072519644","4","4","118","-0.0753700302636019","70135","56947","13188","18.8","174916","174413","106353","60.98","8285.53","22204","1729.82","40475","3153.24","62679","4883.06","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5574","5574","מגילות ים המלח","מגילות ים המלח","מגילות ים המלח","2897","7574","אזור יהודה והשומרון","מועצה אזורית","מועצה אזורית","2786","2786","7","7","180","0.576215162629972","3","3","56","-0.552813950529746","19430","14491","4939","25.42","41594","41595","18538","44.57","6653.98","3718","1334.53","8636","3099.78","12354","4434.31","3120","1119.89","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5504","5504","מטה אשר","מטה אשר","מטה אשר","2765","2404","הצפון","מועצה אזורית","מועצה אזורית","32033","32033","7","7","173","0.52029816317265","3","3","69","-0.450165267327898","168293","147705","20588","12.23","420571","400433","200948","50.18","6273.16","38296","1195.52","68928","2151.78","107224","3347.3","25231","787.66","False","True","WAR_EVACUATION_CONTEXT","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5573","5573","מטה בנימין","מטה בנימין","מטה בנימין","2896","7473","אזור יהודה והשומרון","מועצה אזורית","מועצה אזורית","80968","80968","5","5","119","-0.0807180235339433","5","5","149","0.198216577199593","496227","435563","60664","12.23","890425","890510","265184","29.78","3275.17","102345","1264.02","28438","351.23","130783","1615.24","79718","984.56","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5526","5526","מטה יהודה","מטה יהודה","מטה יהודה","2751","1026","ירושלים","מועצה אזורית","מועצה אזורית","51017","51017","7","7","191","0.757310924593459","6","6","166","0.420737027149415","270815","203379","67436","24.9","581883","579086","328459","56.72","6438.23","67306","1319.29","132719","2601.47","200025","3920.75","24658","483.33","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5514","5514","מנשה","מנשה","מנשה","2784","3214","חיפה","מועצה אזורית","מועצה אזורית","22676","22676","7","7","185","0.637839251239665","5","5","160","0.280849941926226","88342","72517","15825","17.91","257808","264657","154112","58.23","6796.26","33846","1492.59","55930","2466.48","89776","3959.08","5196","229.14","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5552","5552","מעלה יוסף","מעלה יוסף","מעלה יוסף","2873","6252","הצפון","מועצה אזורית","מועצה אזורית","12506","12506","7","7","167","0.465849389588245","2","2","36","-0.755011759095706","74527","65901","8626","11.57","171292","150575","44654","29.66","3570.61","11759","940.27","12476","997.6","24235","1937.87","18126","1449.38","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5502","5502","מרום הגליל","מרום הגליל","מרום הגליל","2757","2102","הצפון","מועצה אזורית","מועצה אזורית","17361","17361","5","5","136","0.0160192484810836","2","2","29","-0.89499233262289","83262","66567","16695","20.05","214834","214907","71246","33.15","4103.8","17891","1030.53","21852","1258.68","39743","2289.21","27045","1557.8","False","True","WAR_EVACUATION_CONTEXT","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5542","5542","מרחבים","מרחבים","מרחבים","2870","6242","הדרום","מועצה אזורית","מועצה אזורית","16015","16015","6","6","155","0.232420269320654","3","3","65","-0.471222759944805","97734","75905","21829","22.34","197567","197751","77219","39.05","4821.67","19639","1226.29","31825","1987.2","51464","3213.49","16766","1046.89","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5556","5556","משגב","משגב","משגב","2766","2456","הצפון","מועצה אזורית","מועצה אזורית","30505","30505","7","7","184","0.61884249249168","3","3","68","-0.453161609776493","177897","144664","33233","18.68","326425","326425","158504","48.56","5196","51678","1694.08","34667","1136.44","86345","2830.52","10725","351.58","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5568","5568","נווה מדבר","נווה מדבר","נווה מדבר","5455","6268","הדרום","מועצה אזורית","מועצה אזורית","14992","14992","1","1","1","-2.86462268261514","2","2","21","-0.999496431050229","150455","149181","1274","0.85","237591","235576","20426","8.67","1362.46","51","3.4","457","30.48","508","33.88","16985","1132.94","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5531","5531","נחל שורק","נחל שורק","נחל שורק","2821","4431","המרכז","מועצה אזורית","מועצה אזורית","10682","10682","5","5","122","-0.0565400414682475","6","6","178","0.641648040132131","57248","46122","11126","19.43","134712","134787","70713","52.46","6619.83","12960","1213.26","21758","2036.88","34718","3250.14","3094","289.65","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5506","5506","עמק הירדן","עמק הירדן","עמק הירדן","2760","2206","הצפון","מועצה אזורית","מועצה אזורית","16551","16551","7","7","169","0.474757820443429","2","2","33","-0.799152058552945","60668","54640","6028","9.94","203439","203498","121625","59.77","7348.5","27911","1686.36","40587","2452.24","68498","4138.6","1731","104.59","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5507","5507","עמק המעיינות","עמק המעיינות","עמק המעיינות","2761","2307","הצפון","מועצה אזורית","מועצה אזורית","16631","16631","6","6","158","0.304011265352971","2","2","38","-0.734206954578566","89839","71374","18465","20.55","218987","219285","118237","53.92","7109.43","29163","1753.53","38413","2309.72","67576","4063.26","9338","561.48","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5516","5516","עמק חפר","עמק חפר","עמק חפר","2807","4116","המרכז","מועצה אזורית","מועצה אזורית","43173","43173","8","8","224","1.24108950967523","6","6","181","0.667401654971772","227251","171811","55440","24.4","472850","472900","282456","59.73","6542.42","90364","2093.07","91911","2128.9","182275","4221.97","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5509","5509","עמק יזרעאל","עמק יזרעאל","עמק יזרעאל","2763","2309","הצפון","מועצה אזורית","מועצה אזורית","41445","41445","8","8","213","1.11473409661279","4","4","101","-0.154977739980397","238921","178578","60343","25.26","517199","517340","320735","62","7738.81","66366","1601.3","107779","2600.53","174145","4201.83","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5575","5575","ערבות הירדן","ערבות הירדן","ערבות הירדן","2898","7575","אזור יהודה והשומרון","מועצה אזורית","מועצה אזורית","7847","7847","6","6","147","0.165060135807751","3","3","45","-0.619080032784006","49976","52511","-2535","-5.07","126394","126428","30015","23.74","3825.03","9726","1239.45","10124","1290.17","19850","2529.63","23250","2962.92","False","False","SOURCE_VERIFIED_ANOMALY","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5548","5548","רמת נגב","רמת נגב","רמת נגב","2871","6248","הדרום","מועצה אזורית","מועצה אזורית","10023","10023","6","6","152","0.205547695062263","1","1","16","-1.20840915392456","65746","49106","16640","25.31","211323","213171","146754","68.84","14641.72","17010","1697.1","47480","4737.1","64490","6434.2","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5540","5540","שדות דן","שדות דן","שדות דן","2817","4340","המרכז","מועצה אזורית","מועצה אזורית","16283","16283","6","6","150","0.185186921459888","8","8","232","1.97154608578318","78064","47485","30579","39.17","166043","168715","97323","57.68","5976.97","22967","1410.49","49074","3013.82","72041","4424.31","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5539","5539","שדות נגב","שדות נגב","שדות נגב","2868","6239","הדרום","מועצה אזורית","מועצה אזורית","12777","12777","6","6","149","0.184724417482138","3","3","80","-0.356124294840622","54988","34943","20045","36.45","148382","148388","52974","35.7","4146.08","8558","669.8","20230","1583.31","28788","2253.11","17533","1372.23","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5572","5572","שומרון","שומרון","שומרון","2894","7372","אזור יהודה והשומרון","מועצה אזורית","מועצה אזורית","48038","48038","6","6","157","0.271920649652301","5","5","155","0.24731900916334","360352","305784","54568","15.14","588296","588280","161262","27.41","3356.97","47474","988.26","44848","933.59","92322","1921.85","49444","1029.27","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5537","5537","שער הנגב","שער הנגב","שער הנגב","2865","6137","הדרום","מועצה אזורית","מועצה אזורית","9806","9806","7","7","193","0.769407841452294","4","4","93","-0.237654404170393","91324","81191","10133","11.1","211928","210452","65478","31.11","6677.34","4829","492.45","24134","2461.15","28963","2953.6","4598","468.9","False","True","WAR_EVACUATION_CONTEXT","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5534","5534","שפיר","שפיר","שפיר","2862","6134","הדרום","מועצה אזורית","מועצה אזורית","14842","14842","5","5","124","-0.054554409212045","5","5","142","0.158155728137278","91658","68837","22821","24.9","210363","198143","112261","56.66","7563.74","15606","1051.48","23728","1598.71","39334","2650.18","6952","468.4","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5551","5551","תמר","תמר","תמר","2872","6251","הדרום","מועצה אזורית","מועצה אזורית","2138","2138","7","7","179","0.576073557894829","1","1","13","-1.24818605789966","28816","5265","23551","81.73","217709","220556","209720","95.09","98091.67","3202","1497.66","157917","73862.02","161119","75359.68","0","0","True","False","STRUCTURAL_OUTLIER","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
